index,label,expression,Positive_index,context,AnchorContext,NegativeSentence,NegativeExpression,Negative_index
1441,1,planting,31,"U.S. intelligence officials believe Col. Hawari , whose real name is Mohammed Abdel-Ali Labib and who is a protege and close ally of PLO chairman Yasir Arafat , was responsible for planting a sophisticated bomb that killed four Americans on a TWA jetliner in 1986 .","U.S. intelligence officials believe Col. Hawari , whose real name is Mohammed Abdel-Ali Labib and who is a protege and close ally of PLO chairman Yasir Arafat , was responsible for [Mask] a sophisticated bomb that killed four Americans on a TWA jetliner in 1986 .","American officials have concluded that the Kuwaiti hijacking is the work of a Lebanese Shiite terrorist named Imad Mugniyah who has been trying for more than four years to free his wife 's brother from prison in Kuwait , where he was convicted in 1984 of building a bomb used to attack the U.S. Embassy .",attack,51
1442,0,flown,7,It even regulates where kites can be flown and how candy should be displayed in markets -- and fines offenders .,It even regulates where kites can be [Mask] and how candy should be displayed in markets -- and fines offenders .,It pours toilet paper in parts of Michigan .,pours,1
1443,1,dissolved,4,"Four years later he dissolved Parliament , which 13 years after that stripped him of power .","Four years later he [Mask] Parliament , which 13 years after that stripped him of power .","Seeking new tactics , Mr. Corella last summer flew to the Philippines to meet leaders of the popular uprising that ousted the Marcos regime in 1986 .",flew,8
1444,0,play,6,Mr. Gorbachev has complained that children play soccer with loaves of bread because they 're so cheap .,Mr. Gorbachev has complained that children [Mask] soccer with loaves of bread because they 're so cheap .,Supermarket chains are n't willing to pay much for beef because they 've been flooded with cheap poultry .,flooded,14
1445,1,poured,6,"For one , the industry has poured a fortune into advertisements designed to promote plastic bags , trashcan liners and other household products that are , as the television commercial goes , hefty , hefty , hefty .","For one , the industry has [Mask] a fortune into advertisements designed to promote plastic bags , trashcan liners and other household products that are , as the television commercial goes , hefty , hefty , hefty .","Zero makes cases , cabinets and cooling equipment for the electronics industry and industrial and consumer use .",cooling,6
1446,1,flooded,10,"`` Dog cases were flooding the court system that 's flooded already , '' Mr. Margolis , the animal behaviorist and expert witness , says .","`` Dog cases were flooding the court system that 's [Mask] already , '' Mr. Margolis , the animal behaviorist and expert witness , says .","`` You have to destroy another human being , '' Mr. Espinosa says .",destroy,4
1447,1,targeting,6,Olds is n't the only advertiser targeting Southern California with such campaigns .,Olds is n't the only advertiser [Mask] Southern California with such campaigns .,Sunworld had recently been operating as a charter airline flying 120 flights a month .,flying,9
1448,0,destroyed,24,"`` Well over 200 synagogues were burned down or demolished , Jewish cemeteries were laid in ruins , thousands of businesses and homes were destroyed and plundered .","`` Well over 200 synagogues were burned down or demolished , Jewish cemeteries were laid in ruins , thousands of businesses and homes were [Mask] and plundered .","Weeks later , `` Penthouse finally realized that Dominion was intentionally destroying the deal , '' sought other financing , failed , and had to abandon the project , the judge said .",destroying,11
1449,0,danced,9,Upstairs over the bufyet is the ballroom where Natasha danced .,Upstairs over the bufyet is the ballroom where Natasha [Mask] .,Sometimes it stumbled .,stumbled,2
1450,1,stumbled,1,Knight-Ridder stumbled in one past push into information services .,Knight-Ridder [Mask] in one past push into information services .,One person was killed -- an engineer on one of the trains .,killed,3
1451,1,destroy,24,But Mr. Hewett says a prolonged argument in the Kremlin over how and when to introduce market-oriented prices could delay other reforms and even destroy them if the price issue is n't honestly resolved .,But Mr. Hewett says a prolonged argument in the Kremlin over how and when to introduce market-oriented prices could delay other reforms and even [Mask] them if the price issue is n't honestly resolved .,But the resolution probably rests more on politics than on flying skill and commercial expertise .,flying,10
1452,1,pumping,21,"Money managers who pattern their portfolios on this index usually buy the new additions , causing a flurry of activity and pumping up the price of the shares .","Money managers who pattern their portfolios on this index usually buy the new additions , causing a flurry of activity and [Mask] up the price of the shares .",The downturn quickly steamrolled on conjecture that the big rise in soybean futures prices in the past two weeks might motivate some farmers to plant more soybeans .,plant,24
1453,1,targeted,6,"Most of the banks specifically have targeted marketing campaigns at profitable small companies . -LRB- Separately , Dai-Ichi Kangyo said it will name Ichiro Nakamura , now a vice president , as chairman , succeeding Tetsuya Fujimori .","Most of the banks specifically have [Mask] marketing campaigns at profitable small companies . -LRB- Separately , Dai-Ichi Kangyo said it will name Ichiro Nakamura , now a vice president , as chairman , succeeding Tetsuya Fujimori .","Horace Furumoto , chairman and chief executive officer , said the company recently has completed its first phase as a public company , which included the development of lasers for removing birthmarks and for destroying kidney stones without surgery .",destroying,34
1454,1,cooling,9,But Madison Avenue 's interest in Mr. Tyson is cooling because of the barrage of negative publicity about an alleged suicide attempt and his stormy marriage to actress Robin Givens .,But Madison Avenue 's interest in Mr. Tyson is [Mask] because of the barrage of negative publicity about an alleged suicide attempt and his stormy marriage to actress Robin Givens .,Mr. Tyson was in London on business and had to fly back this weekend .,fly,10
1455,1,dissolved,3,"The partnership was dissolved so that SunCor `` could directly and completely control the development '' of nearly 2 , 000 acres of property the partnership had purchased .","The partnership was [Mask] so that SunCor `` could directly and completely control the development '' of nearly 2 , 000 acres of property the partnership had purchased .",At that level the department could permit farmers in the government program to plant on more land .,plant,13
1456,0,sleeping,9,The second ad says Mr. Weicker was n't always sleeping .,The second ad says Mr. Weicker was n't always [Mask] .,A Reichmann official makes clear that Mr. Campeau ca n't afford to stumble .,stumble,12
1457,0,eat,14,"Meanwhile , stay out of the sun to avoid skin cancer and do n't eat shellfish , which may have red tide .","Meanwhile , stay out of the sun to avoid skin cancer and do n't [Mask] shellfish , which may have red tide .","Excessive rates of income tax destroy enterprise , encourage avoidance , and drive talent to more hospitable shores overseas .",destroy,5
1458,1,play,5,"But soon new ads will play down the dog even further and display a metal `` G , '' Greyhound 's stock symbol , coming out of a foundry .","But soon new ads will [Mask] down the dog even further and display a metal `` G , '' Greyhound 's stock symbol , coming out of a foundry .","To widen the drink 's appeal , a TV ad campaign was launched two years ago showing punks with fruit-colored , spiked hair drinking Pimm 's .",drinking,23
